./archive_1/1744892544_2_Wide_Long/1744892544_2_Wide_Long_angle_data.json	./archive_1/1744892544_2_Wide_Long/1744892544_2_Wide_Long_distance_data.json	./archive_1/1744892544_2_Wide_Long/1744892544_2_Wide_Long_sound.wav
./archive_1/1744902649_328_Wide_Long/1744902649_328_Wide_Long_angle_data.json	./archive_1/1744902649_328_Wide_Long/1744902649_328_Wide_Long_distance_data.json	./archive_1/1744902649_328_Wide_Long/1744902649_328_Wide_Long_sound.wav
./archive_1/1744911011_646_Wide_Long/1744911011_646_Wide_Long_angle_data.json	./archive_1/1744911011_646_Wide_Long/1744911011_646_Wide_Long_distance_data.json	./archive_1/1744911011_646_Wide_Long/1744911011_646_Wide_Long_sound.wav
./archive_1/1744917837_959_Wide_Long/1744917837_959_Wide_Long_angle_data.json	./archive_1/1744917837_959_Wide_Long/1744917837_959_Wide_Long_distance_data.json	./archive_1/1744917837_959_Wide_Long/1744917837_959_Wide_Long_sound.wav
./archive_1/1745516690_269_Wide_Long/1745516690_269_Wide_Long_angle_data.json	./archive_1/1745516690_269_Wide_Long/1745516690_269_Wide_Long_distance_data.json	./archive_1/1745516690_269_Wide_Long/1745516690_269_Wide_Long_sound.wav
./archive_1/1745520682_577_Wide_Long/1745520682_577_Wide_Long_angle_data.json	./archive_1/1745520682_577_Wide_Long/1745520682_577_Wide_Long_distance_data.json	./archive_1/1745520682_577_Wide_Long/1745520682_577_Wide_Long_sound.wav
./archive_1/1745523012_889_Wide_Long/1745523012_889_Wide_Long_angle_data.json	./archive_1/1745523012_889_Wide_Long/1745523012_889_Wide_Long_distance_data.json	./archive_1/1745523012_889_Wide_Long/1745523012_889_Wide_Long_sound.wav
./archive_1/1745525365_1198_Wide_Long/1745525365_1198_Wide_Long_angle_data.json	./archive_1/1745525365_1198_Wide_Long/1745525365_1198_Wide_Long_distance_data.json	./archive_1/1745525365_1198_Wide_Long/1745525365_1198_Wide_Long_sound.wav
./archive_1/1744892581_3_Wide_Long/1744892581_3_Wide_Long_angle_data.json	./archive_1/1744892581_3_Wide_Long/1744892581_3_Wide_Long_distance_data.json	./archive_1/1744892581_3_Wide_Long/1744892581_3_Wide_Long_sound.wav
./archive_1/1744902669_329_Wide_Long/1744902669_329_Wide_Long_angle_data.json	./archive_1/1744902669_329_Wide_Long/1744902669_329_Wide_Long_distance_data.json	./archive_1/1744902669_329_Wide_Long/1744902669_329_Wide_Long_sound.wav
./archive_1/1744911031_647_Wide_Long/1744911031_647_Wide_Long_angle_data.json	./archive_1/1744911031_647_Wide_Long/1744911031_647_Wide_Long_distance_data.json	./archive_1/1744911031_647_Wide_Long/1744911031_647_Wide_Long_sound.wav
./archive_1/1744917857_960_Wide_Long/1744917857_960_Wide_Long_angle_data.json	./archive_1/1744917857_960_Wide_Long/1744917857_960_Wide_Long_distance_data.json	./archive_1/1744917857_960_Wide_Long/1744917857_960_Wide_Long_sound.wav
./archive_1/1745516698_270_Wide_Long/1745516698_270_Wide_Long_angle_data.json	./archive_1/1745516698_270_Wide_Long/1745516698_270_Wide_Long_distance_data.json	./archive_1/1745516698_270_Wide_Long/1745516698_270_Wide_Long_sound.wav
./archive_1/1745520688_578_Wide_Long/1745520688_578_Wide_Long_angle_data.json	./archive_1/1745520688_578_Wide_Long/1745520688_578_Wide_Long_distance_data.json	./archive_1/1745520688_578_Wide_Long/1745520688_578_Wide_Long_sound.wav
./archive_1/1745523016_890_Wide_Long/1745523016_890_Wide_Long_angle_data.json	./archive_1/1745523016_890_Wide_Long/1745523016_890_Wide_Long_distance_data.json	./archive_1/1745523016_890_Wide_Long/1745523016_890_Wide_Long_sound.wav
./archive_1/1745525369_1199_Wide_Long/1745525369_1199_Wide_Long_angle_data.json	./archive_1/1745525369_1199_Wide_Long/1745525369_1199_Wide_Long_distance_data.json	./archive_1/1745525369_1199_Wide_Long/1745525369_1199_Wide_Long_sound.wav
./archive_1/1744892611_4_Wide_Long/1744892611_4_Wide_Long_angle_data.json	./archive_1/1744892611_4_Wide_Long/1744892611_4_Wide_Long_distance_data.json	./archive_1/1744892611_4_Wide_Long/1744892611_4_Wide_Long_sound.wav
./archive_1/1744902688_330_Wide_Long/1744902688_330_Wide_Long_angle_data.json	./archive_1/1744902688_330_Wide_Long/1744902688_330_Wide_Long_distance_data.json	./archive_1/1744902688_330_Wide_Long/1744902688_330_Wide_Long_sound.wav
./archive_1/1744911050_648_Wide_Long/1744911050_648_Wide_Long_angle_data.json	./archive_1/1744911050_648_Wide_Long/1744911050_648_Wide_Long_distance_data.json	./archive_1/1744911050_648_Wide_Long/1744911050_648_Wide_Long_sound.wav
./archive_1/1744917878_961_Wide_Long/1744917878_961_Wide_Long_angle_data.json	./archive_1/1744917878_961_Wide_Long/1744917878_961_Wide_Long_distance_data.json	./archive_1/1744917878_961_Wide_Long/1744917878_961_Wide_Long_sound.wav
./archive_1/1745516704_271_Wide_Long/1745516704_271_Wide_Long_angle_data.json	./archive_1/1745516704_271_Wide_Long/1745516704_271_Wide_Long_distance_data.json	./archive_1/1745516704_271_Wide_Long/1745516704_271_Wide_Long_sound.wav
./archive_1/1745520695_579_Wide_Long/1745520695_579_Wide_Long_angle_data.json	./archive_1/1745520695_579_Wide_Long/1745520695_579_Wide_Long_distance_data.json	./archive_1/1745520695_579_Wide_Long/1745520695_579_Wide_Long_sound.wav
./archive_1/1745523021_891_Wide_Long/1745523021_891_Wide_Long_angle_data.json	./archive_1/1745523021_891_Wide_Long/1745523021_891_Wide_Long_distance_data.json	./archive_1/1745523021_891_Wide_Long/1745523021_891_Wide_Long_sound.wav
./archive_1/1745525373_1200_Wide_Long/1745525373_1200_Wide_Long_angle_data.json	./archive_1/1745525373_1200_Wide_Long/1745525373_1200_Wide_Long_distance_data.json	./archive_1/1745525373_1200_Wide_Long/1745525373_1200_Wide_Long_sound.wav
./archive_1/1744892639_5_Wide_Long/1744892639_5_Wide_Long_angle_data.json	./archive_1/1744892639_5_Wide_Long/1744892639_5_Wide_Long_distance_data.json	./archive_1/1744892639_5_Wide_Long/1744892639_5_Wide_Long_sound.wav
./archive_1/1744902707_331_Wide_Long/1744902707_331_Wide_Long_angle_data.json	./archive_1/1744902707_331_Wide_Long/1744902707_331_Wide_Long_distance_data.json	./archive_1/1744902707_331_Wide_Long/1744902707_331_Wide_Long_sound.wav
./archive_1/1744911070_649_Wide_Long/1744911070_649_Wide_Long_angle_data.json	./archive_1/1744911070_649_Wide_Long/1744911070_649_Wide_Long_distance_data.json	./archive_1/1744911070_649_Wide_Long/1744911070_649_Wide_Long_sound.wav
./archive_1/1744917899_962_Wide_Long/1744917899_962_Wide_Long_angle_data.json	./archive_1/1744917899_962_Wide_Long/1744917899_962_Wide_Long_distance_data.json	./archive_1/1744917899_962_Wide_Long/1744917899_962_Wide_Long_sound.wav
./archive_1/1745516709_272_Wide_Long/1745516709_272_Wide_Long_angle_data.json	./archive_1/1745516709_272_Wide_Long/1745516709_272_Wide_Long_distance_data.json	./archive_1/1745516709_272_Wide_Long/1745516709_272_Wide_Long_sound.wav
./archive_1/1745520700_580_Wide_Long/1745520700_580_Wide_Long_angle_data.json	./archive_1/1745520700_580_Wide_Long/1745520700_580_Wide_Long_distance_data.json	./archive_1/1745520700_580_Wide_Long/1745520700_580_Wide_Long_sound.wav
./archive_1/1745523025_892_Wide_Long/1745523025_892_Wide_Long_angle_data.json	./archive_1/1745523025_892_Wide_Long/1745523025_892_Wide_Long_distance_data.json	./archive_1/1745523025_892_Wide_Long/1745523025_892_Wide_Long_sound.wav
./archive_1/1745525378_1201_Wide_Long/1745525378_1201_Wide_Long_angle_data.json	./archive_1/1745525378_1201_Wide_Long/1745525378_1201_Wide_Long_distance_data.json	./archive_1/1745525378_1201_Wide_Long/1745525378_1201_Wide_Long_sound.wav
./archive_1/1744892671_6_Wide_Long/1744892671_6_Wide_Long_angle_data.json	./archive_1/1744892671_6_Wide_Long/1744892671_6_Wide_Long_distance_data.json	./archive_1/1744892671_6_Wide_Long/1744892671_6_Wide_Long_sound.wav
