12	0	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__0_h.wav
12	0	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__0_l.wav
12	100	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__100_h.wav
12	100	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__100_l.wav
12	101	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__101_h.wav
12	101	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__101_l.wav
12	102	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__102_h.wav
12	102	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__102_l.wav
12	103	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__103_h.wav
12	103	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__103_l.wav
12	104	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__104_h.wav
12	104	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__104_l.wav
12	105	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__105_h.wav
12	105	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__105_l.wav
12	106	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__106_h.wav
12	106	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__106_l.wav
12	107	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__107_h.wav
12	107	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__107_l.wav
12	108	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__108_h.wav
12	108	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__108_l.wav
12	109	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__109_h.wav
12	109	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__109_l.wav
12	10	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__10_h.wav
12	10	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__10_l.wav
12	110	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__110_h.wav
12	110	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__110_l.wav
12	111	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__111_h.wav
12	111	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__111_l.wav
12	112	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__112_h.wav
12	112	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__112_l.wav
12	113	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__113_h.wav
12	113	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__113_l.wav
12	114	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__114_h.wav
12	114	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__114_l.wav
12	115	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__115_h.wav
12	115	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__115_l.wav
12	116	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__116_h.wav
12	116	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__116_l.wav
12	117	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__117_h.wav
12	117	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__117_l.wav
12	118	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__118_h.wav
12	118	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__118_l.wav
12	119	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__119_h.wav
12	119	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__119_l.wav
12	11	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__11_h.wav
12	11	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__11_l.wav
12	120	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__120_h.wav
12	120	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__120_l.wav
12	121	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__121_h.wav
12	121	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__121_l.wav
12	122	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__122_h.wav
12	122	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__122_l.wav
12	123	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__123_h.wav
12	123	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__123_l.wav
12	124	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__124_h.wav
12	124	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__124_l.wav
12	125	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__125_h.wav
12	125	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__125_l.wav
12	126	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__126_h.wav
12	126	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__126_l.wav
12	127	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__127_h.wav
12	127	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__127_l.wav
12	128	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__128_h.wav
12	128	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__128_l.wav
12	129	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__129_h.wav
12	129	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__129_l.wav
12	12	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__12_h.wav
12	12	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__12_l.wav
12	130	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__130_h.wav
12	130	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__130_l.wav
12	131	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__131_h.wav
12	131	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__131_l.wav
12	132	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__132_h.wav
12	132	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__132_l.wav
12	133	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__133_h.wav
12	133	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__133_l.wav
12	134	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__134_h.wav
12	134	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__134_l.wav
12	135	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__135_h.wav
12	135	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__135_l.wav
12	136	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__136_h.wav
12	136	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__136_l.wav
12	137	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__137_h.wav
12	137	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__137_l.wav
12	138	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__138_h.wav
12	138	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__138_l.wav
12	139	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__139_h.wav
12	139	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__139_l.wav
12	13	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__13_h.wav
12	13	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__13_l.wav
12	140	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__140_h.wav
12	140	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__140_l.wav
12	141	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__141_h.wav
12	141	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__141_l.wav
12	142	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__142_h.wav
12	142	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__142_l.wav
12	143	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__143_h.wav
12	143	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__143_l.wav
12	144	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__144_h.wav
12	144	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__144_l.wav
12	145	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__145_h.wav
12	145	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__145_l.wav
12	146	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__146_h.wav
12	146	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__146_l.wav
12	147	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__147_h.wav
12	147	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__147_l.wav
12	148	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__148_h.wav
12	148	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__148_l.wav
12	149	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__149_h.wav
12	149	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__149_l.wav
12	14	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__14_h.wav
12	14	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__14_l.wav
12	150	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__150_h.wav
12	150	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__150_l.wav
12	151	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__151_h.wav
12	151	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__151_l.wav
12	152	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__152_h.wav
12	152	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__152_l.wav
12	153	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__153_h.wav
12	153	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__153_l.wav
12	154	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__154_h.wav
12	154	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__154_l.wav
12	155	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__155_h.wav
12	155	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__155_l.wav
12	156	chunk_(hw:CARD=Microphone_1,DEV=0)__12cm__156_h.wav
