11	10	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_10_h.wav
11	10	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_10_l.wav
11	11	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_11_h.wav
11	11	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_11_l.wav
11	12	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_12_h.wav
11	12	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_12_l.wav
11	13	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_13_h.wav
11	13	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_13_l.wav
11	14	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_14_h.wav
11	14	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_14_l.wav
11	15	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_15_h.wav
11	15	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_15_l.wav
11	16	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_16_h.wav
11	16	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_16_l.wav
11	17	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_17_h.wav
11	17	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_17_l.wav
11	18	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_18_h.wav
11	18	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_18_l.wav
11	19	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_19_h.wav
11	19	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_19_l.wav
11	1	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_1_h.wav
11	1	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_1_l.wav
11	20	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_20_h.wav
11	20	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_20_l.wav
11	21	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_21_h.wav
11	21	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_21_l.wav
11	22	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_22_h.wav
11	22	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_22_l.wav
11	23	h	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_23_h.wav
11	23	l	chunk_(hw:CARD=Microphone_1,DEV=0)_11cm_23_l.wav
