noise,ln,epoch,value,file
0.04749999940395355,0.007499999832361937,0,3.738014,out_put_noise_0.04749999940395355_ln_0.007499999832361937.txt
0.04749999940395355,0.007499999832361937,1,3.6570327,out_put_noise_0.04749999940395355_ln_0.007499999832361937.txt
0.04749999940395355,0.007499999832361937,2,3.6145396,out_put_noise_0.04749999940395355_ln_0.007499999832361937.txt
0.04749999940395355,0.007499999832361937,3,3.583612,out_put_noise_0.04749999940395355_ln_0.007499999832361937.txt
0.04749999940395355,0.007499999832361937,4,3.5589151,out_put_noise_0.04749999940395355_ln_0.007499999832361937.txt
0.04749999940395355,0.007499999832361937,5,3.543335,out_put_noise_0.04749999940395355_ln_0.007499999832361937.txt
0.04749999940395355,0.007499999832361937,6,3.5316982,out_put_noise_0.04749999940395355_ln_0.007499999832361937.txt
0.04749999940395355,0.007499999832361937,7,3.5221028,out_put_noise_0.04749999940395355_ln_0.007499999832361937.txt
0.04749999940395355,0.007499999832361937,8,3.5145051,out_put_noise_0.04749999940395355_ln_0.007499999832361937.txt
0.04749999940395355,0.007499999832361937,9,3.5073264,out_put_noise_0.04749999940395355_ln_0.007499999832361937.txt
0.04749999940395355,0.007499999832361937,10,3.5004497,out_put_noise_0.04749999940395355_ln_0.007499999832361937.txt
0.04749999940395355,0.007499999832361937,11,3.4959908,out_put_noise_0.04749999940395355_ln_0.007499999832361937.txt
0.04749999940395355,0.007499999832361937,12,3.4941094,out_put_noise_0.04749999940395355_ln_0.007499999832361937.txt
0.04749999940395355,0.007499999832361937,13,3.493777,out_put_noise_0.04749999940395355_ln_0.007499999832361937.txt
0.04749999940395355,0.007499999832361937,14,3.492679,out_put_noise_0.04749999940395355_ln_0.007499999832361937.txt
0.04749999940395355,0.007499999832361937,15,3.4920504,out_put_noise_0.04749999940395355_ln_0.007499999832361937.txt
0.04749999940395355,0.007499999832361937,16,3.492373,out_put_noise_0.04749999940395355_ln_0.007499999832361937.txt
0.04749999940395355,0.007499999832361937,17,3.4924304,out_put_noise_0.04749999940395355_ln_0.007499999832361937.txt
0.04749999940395355,0.007499999832361937,18,3.492632,out_put_noise_0.04749999940395355_ln_0.007499999832361937.txt
0.04749999940395355,0.007499999832361937,19,3.4942977,out_put_noise_0.04749999940395355_ln_0.007499999832361937.txt
0.03999999910593033,0.06749999523162842,0,3.8128653,out_put_noise_0.03999999910593033_ln_0.06749999523162842.txt
0.03999999910593033,0.06749999523162842,1,4.114605,out_put_noise_0.03999999910593033_ln_0.06749999523162842.txt
0.03999999910593033,0.06749999523162842,2,4.146314,out_put_noise_0.03999999910593033_ln_0.06749999523162842.txt
0.03999999910593033,0.06749999523162842,3,3.9391513,out_put_noise_0.03999999910593033_ln_0.06749999523162842.txt
0.03999999910593033,0.06749999523162842,4,4.0271373,out_put_noise_0.03999999910593033_ln_0.06749999523162842.txt
0.03999999910593033,0.06749999523162842,5,3.7242296,out_put_noise_0.03999999910593033_ln_0.06749999523162842.txt
0.03999999910593033,0.06749999523162842,6,3.6552331,out_put_noise_0.03999999910593033_ln_0.06749999523162842.txt
0.03999999910593033,0.06749999523162842,7,3.6665974,out_put_noise_0.03999999910593033_ln_0.06749999523162842.txt
0.03999999910593033,0.06749999523162842,8,3.6798635,out_put_noise_0.03999999910593033_ln_0.06749999523162842.txt
0.03999999910593033,0.06749999523162842,9,3.6920927,out_put_noise_0.03999999910593033_ln_0.06749999523162842.txt
0.03999999910593033,0.06749999523162842,10,3.7034764,out_put_noise_0.03999999910593033_ln_0.06749999523162842.txt
0.03999999910593033,0.06749999523162842,11,3.713874,out_put_noise_0.03999999910593033_ln_0.06749999523162842.txt
0.03999999910593033,0.06749999523162842,12,3.7243042,out_put_noise_0.03999999910593033_ln_0.06749999523162842.txt
0.03999999910593033,0.06749999523162842,13,3.7340546,out_put_noise_0.03999999910593033_ln_0.06749999523162842.txt
0.03999999910593033,0.06749999523162842,14,3.7430294,out_put_noise_0.03999999910593033_ln_0.06749999523162842.txt
0.03999999910593033,0.06749999523162842,15,3.7514305,out_put_noise_0.03999999910593033_ln_0.06749999523162842.txt
0.03999999910593033,0.06749999523162842,16,3.7595336,out_put_noise_0.03999999910593033_ln_0.06749999523162842.txt
0.03999999910593033,0.06749999523162842,17,3.7676716,out_put_noise_0.03999999910593033_ln_0.06749999523162842.txt
0.03999999910593033,0.06749999523162842,18,3.7753708,out_put_noise_0.03999999910593033_ln_0.06749999523162842.txt
0.03999999910593033,0.06749999523162842,19,3.782464,out_put_noise_0.03999999910593033_ln_0.06749999523162842.txt
0.02500000037252903,0.06749999523162842,0,3.8126476,out_put_noise_0.02500000037252903_ln_0.06749999523162842.txt
0.02500000037252903,0.06749999523162842,1,4.057608,out_put_noise_0.02500000037252903_ln_0.06749999523162842.txt
0.02500000037252903,0.06749999523162842,2,4.037559,out_put_noise_0.02500000037252903_ln_0.06749999523162842.txt
0.02500000037252903,0.06749999523162842,3,3.8668497,out_put_noise_0.02500000037252903_ln_0.06749999523162842.txt
0.02500000037252903,0.06749999523162842,4,4.043914,out_put_noise_0.02500000037252903_ln_0.06749999523162842.txt
0.02500000037252903,0.06749999523162842,5,4.0688205,out_put_noise_0.02500000037252903_ln_0.06749999523162842.txt
0.02500000037252903,0.06749999523162842,6,3.7572188,out_put_noise_0.02500000037252903_ln_0.06749999523162842.txt
0.02500000037252903,0.06749999523162842,7,3.6224704,out_put_noise_0.02500000037252903_ln_0.06749999523162842.txt
0.02500000037252903,0.06749999523162842,8,3.6368895,out_put_noise_0.02500000037252903_ln_0.06749999523162842.txt
0.02500000037252903,0.06749999523162842,9,3.6483238,out_put_noise_0.02500000037252903_ln_0.06749999523162842.txt
0.02500000037252903,0.06749999523162842,10,3.659144,out_put_noise_0.02500000037252903_ln_0.06749999523162842.txt
0.02500000037252903,0.06749999523162842,11,3.6689494,out_put_noise_0.02500000037252903_ln_0.06749999523162842.txt
0.02500000037252903,0.06749999523162842,12,3.6787739,out_put_noise_0.02500000037252903_ln_0.06749999523162842.txt
0.02500000037252903,0.06749999523162842,13,3.6878808,out_put_noise_0.02500000037252903_ln_0.06749999523162842.txt
0.02500000037252903,0.06749999523162842,14,3.6966157,out_put_noise_0.02500000037252903_ln_0.06749999523162842.txt
0.02500000037252903,0.06749999523162842,15,3.7047281,out_put_noise_0.02500000037252903_ln_0.06749999523162842.txt
