39	265	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_39cm__265_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_39cm__265_l.wav
60	390	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_60cm__390_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_60cm__390_l.wav
9	206	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_9cm__206_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_9cm__206_l.wav
24	40	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_24cm__40_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_24cm__40_l.wav
24	977	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_24cm__977_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_24cm__977_l.wav
24	294	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_24cm__294_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_24cm__294_l.wav
30	917	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_30cm__917_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_30cm__917_l.wav
24	670	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_24cm__670_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_24cm__670_l.wav
30	688	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_30cm__688_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_30cm__688_l.wav
60	503	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_60cm__503_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_60cm__503_l.wav
24	758	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_24cm__758_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_24cm__758_l.wav
5	904	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_5cm__904_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_5cm__904_l.wav
24	791	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_24cm__791_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_24cm__791_l.wav
12	407	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_12cm__407_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_12cm__407_l.wav
60	186	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_60cm__186_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_60cm__186_l.wav
30	888	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_30cm__888_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_30cm__888_l.wav
54	110	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_54cm__110_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_54cm__110_l.wav
60	154	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_60cm__154_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_60cm__154_l.wav
21	526	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_21cm__526_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_21cm__526_l.wav
27	22	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_27cm__22_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_27cm__22_l.wav
42	271	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_42cm__271_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_42cm__271_l.wav
60	513	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_60cm__513_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_60cm__513_l.wav
48	317	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_48cm__317_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_48cm__317_l.wav
21	123	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_21cm__123_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_21cm__123_l.wav
39	96	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_39cm__96_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_39cm__96_l.wav
45	36	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_45cm__36_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_45cm__36_l.wav
48	98	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_48cm__98_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_48cm__98_l.wav
5	719	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_5cm__719_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_5cm__719_l.wav
42	265	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_42cm__265_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_42cm__265_l.wav
39	171	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_39cm__171_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_39cm__171_l.wav
30	234	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_30cm__234_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_30cm__234_l.wav
30	461	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_30cm__461_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_30cm__461_l.wav
48	387	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_48cm__387_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_48cm__387_l.wav
21	448	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_21cm__448_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_21cm__448_l.wav
48	34	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_48cm__34_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_48cm__34_l.wav
5	844	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_5cm__844_h.wav	chunk_(hw:CARD=Microphone_1,DEV=0)__rec2_5cm__844_l.wav
