1779731774	005278	00001	0	time_s_1779731774_id__id_005278_num_00001_.csv	chunk_(two_mics)__id_005278_num_00001__record_0_stero.wav
1779731774	005278	00001	1	time_s_1779731774_id__id_005278_num_00001_.csv	chunk_(two_mics)__id_005278_num_00001__record_1_stero.wav
1779731774	005278	00001	2	time_s_1779731774_id__id_005278_num_00001_.csv	chunk_(two_mics)__id_005278_num_00001__record_2_stero.wav
1779731774	005278	00001	3	time_s_1779731774_id__id_005278_num_00001_.csv	chunk_(two_mics)__id_005278_num_00001__record_3_stero.wav
1779731774	005278	00001	4	time_s_1779731774_id__id_005278_num_00001_.csv	chunk_(two_mics)__id_005278_num_00001__record_4_stero.wav
1779731774	005278	00001	5	time_s_1779731774_id__id_005278_num_00001_.csv	chunk_(two_mics)__id_005278_num_00001__record_5_stero.wav
1779731774	005278	00001	6	time_s_1779731774_id__id_005278_num_00001_.csv	chunk_(two_mics)__id_005278_num_00001__record_6_stero.wav
1779731774	005278	00001	7	time_s_1779731774_id__id_005278_num_00001_.csv	chunk_(two_mics)__id_005278_num_00001__record_7_stero.wav
1779731774	005278	00001	8	time_s_1779731774_id__id_005278_num_00001_.csv	chunk_(two_mics)__id_005278_num_00001__record_8_stero.wav
1779731774	005278	00001	9	time_s_1779731774_id__id_005278_num_00001_.csv	chunk_(two_mics)__id_005278_num_00001__record_9_stero.wav
1779731805	025916	00002	0	time_s_1779731805_id__id_025916_num_00002_.csv	chunk_(two_mics)__id_025916_num_00002__record_0_stero.wav
1779731805	025916	00002	1	time_s_1779731805_id__id_025916_num_00002_.csv	chunk_(two_mics)__id_025916_num_00002__record_1_stero.wav
1779731805	025916	00002	2	time_s_1779731805_id__id_025916_num_00002_.csv	chunk_(two_mics)__id_025916_num_00002__record_2_stero.wav
1779731805	025916	00002	3	time_s_1779731805_id__id_025916_num_00002_.csv	chunk_(two_mics)__id_025916_num_00002__record_3_stero.wav
1779731805	025916	00002	4	time_s_1779731805_id__id_025916_num_00002_.csv	chunk_(two_mics)__id_025916_num_00002__record_4_stero.wav
1779731805	025916	00002	5	time_s_1779731805_id__id_025916_num_00002_.csv	chunk_(two_mics)__id_025916_num_00002__record_5_stero.wav
1779731805	025916	00002	6	time_s_1779731805_id__id_025916_num_00002_.csv	chunk_(two_mics)__id_025916_num_00002__record_6_stero.wav
1779731805	025916	00002	7	time_s_1779731805_id__id_025916_num_00002_.csv	chunk_(two_mics)__id_025916_num_00002__record_7_stero.wav
1779731805	025916	00002	8	time_s_1779731805_id__id_025916_num_00002_.csv	chunk_(two_mics)__id_025916_num_00002__record_8_stero.wav
1779731805	025916	00002	9	time_s_1779731805_id__id_025916_num_00002_.csv	chunk_(two_mics)__id_025916_num_00002__record_9_stero.wav
1779731829	011716	00003	0	time_s_1779731829_id__id_011716_num_00003_.csv	chunk_(two_mics)__id_011716_num_00003__record_0_stero.wav
1779731829	011716	00003	1	time_s_1779731829_id__id_011716_num_00003_.csv	chunk_(two_mics)__id_011716_num_00003__record_1_stero.wav
1779731829	011716	00003	2	time_s_1779731829_id__id_011716_num_00003_.csv	chunk_(two_mics)__id_011716_num_00003__record_2_stero.wav
1779731829	011716	00003	3	time_s_1779731829_id__id_011716_num_00003_.csv	chunk_(two_mics)__id_011716_num_00003__record_3_stero.wav
1779731829	011716	00003	4	time_s_1779731829_id__id_011716_num_00003_.csv	chunk_(two_mics)__id_011716_num_00003__record_4_stero.wav
1779731829	011716	00003	5	time_s_1779731829_id__id_011716_num_00003_.csv	chunk_(two_mics)__id_011716_num_00003__record_5_stero.wav
1779731829	011716	00003	6	time_s_1779731829_id__id_011716_num_00003_.csv	chunk_(two_mics)__id_011716_num_00003__record_6_stero.wav
1779731829	011716	00003	7	time_s_1779731829_id__id_011716_num_00003_.csv	chunk_(two_mics)__id_011716_num_00003__record_7_stero.wav
1779731829	011716	00003	8	time_s_1779731829_id__id_011716_num_00003_.csv	chunk_(two_mics)__id_011716_num_00003__record_8_stero.wav
1779731829	011716	00003	9	time_s_1779731829_id__id_011716_num_00003_.csv	chunk_(two_mics)__id_011716_num_00003__record_9_stero.wav
1779731856	032348	00004	0	time_s_1779731856_id__id_032348_num_00004_.csv	chunk_(two_mics)__id_032348_num_00004__record_0_stero.wav
1779731856	032348	00004	1	time_s_1779731856_id__id_032348_num_00004_.csv	chunk_(two_mics)__id_032348_num_00004__record_1_stero.wav
1779731856	032348	00004	2	time_s_1779731856_id__id_032348_num_00004_.csv	chunk_(two_mics)__id_032348_num_00004__record_2_stero.wav
